osm_ref,name,kind,municipality,province,latitude,longitude,alternative_names
node/262705060,Desainagar,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.611389,31.153333,
node/1347289387,Dival,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.448287,30.277578,
node/2208085558,Dondolol,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.759170,31.863556,
node/1348502413,Donker,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.832403,30.258013,
node/262705164,Donnybrook,village,Ingwe Local Municipality,KwaZulu-Natal,-29.926944,29.876944,
node/1348502372,Doomkop,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.928892,30.130516,
node/1347289480,Doomkraal,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.553406,30.047218,
node/262705179,Doon Heights,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-30.071667,30.856111,
node/262705181,Doonside,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-30.071667,30.868333,
node/262705188,Doringkop,suburb,Ndwedwe Local Municipality,KwaZulu-Natal,-29.218056,31.237500,
node/1348502329,Dorset,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.964052,30.234730,
node/262705195,Drakensberg,suburb,Okhahlamba Local Municipality,KwaZulu-Natal,-28.612916,29.126864,
node/262705205,Drummond,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.747778,30.697778,
node/262705208,Duff's Road,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.744722,31.007778,
node/11042426890,Dukuduku,village,Mtubatuba Local Municipality,KwaZulu-Natal,-28.405897,32.339201,
node/262705241,Dumbe,suburb,eDumbe Local Municipality,KwaZulu-Natal,-27.399722,30.819444,
node/94825540,Dundee,town,Endumeni Local Municipality,KwaZulu-Natal,-28.161389,30.235000,
node/27564996,Durban,city,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.861815,31.009909,Port Natal;eThekwini;EThekwini;Thekong;Durbs
node/262719953,Durban North,town,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.780556,31.035833,
node/1348522582,Durnacol,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-28.050886,30.016160,
node/4281869834,Earlsfield,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.773000,30.936984,
node/262705301,Eastbourne,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.812778,30.126944,
node/4281737956,Eastbury,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.705214,31.019874,
node/262705304,Eastwood,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.584444,30.425833,
node/471103673,Edel Park,suburb,Abaqulusi Local Municipality,KwaZulu-Natal,-27.785417,30.784555,
node/262719970,Edendale,town,Msunduzi Local Municipality,KwaZulu-Natal,-29.652778,30.314722,
node/4352378300,Egerton,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.549522,29.777577,
node/704493333,Elandsheim,village,Msinga Local Municipality,KwaZulu-Natal,-28.481404,30.531633,
node/1348631602,Elandskraal,suburb,Msinga Local Municipality,KwaZulu-Natal,-28.465909,30.531737,
node/262705470,Elangeni,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.795000,30.661389,
node/262705707,Elysium,suburb,uMdoni Local Municipality,KwaZulu-Natal,-30.473333,30.640000,
node/262705712,Emachibini,suburb,Ulundi Local Municipality,KwaZulu-Natal,-28.307222,31.413889,
node/1348522665,Emafusini,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-28.028454,30.057523,
node/5971959197,Emandleni,village,uMgeni Local Municipality,KwaZulu-Natal,-29.533054,30.277017,
node/262705813,Emberton,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.790000,30.801389,
node/262720061,Emdumezulu,suburb,Ulundi Local Municipality,KwaZulu-Natal,-28.288889,31.429167,
node/2207841044,Emhlanzini,suburb,uMfolozi Local Municipality,KwaZulu-Natal,-28.694603,32.174761,
node/262705834,Emkhalaqhude,suburb,Ulundi Local Municipality,KwaZulu-Natal,-28.298056,31.468333,
node/2290051184,Emmaus,village,Okhahlamba Local Municipality,KwaZulu-Natal,-28.853499,29.383548,
node/262720064,Empangeni,town,uMhlathuze Local Municipality,KwaZulu-Natal,-28.746111,31.897222,
node/262705842,Empangeni Rail,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.769990,31.910262,
node/2207841023,Empernbeni,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.875575,31.972787,
node/262720079,Enhlahleni,suburb,Abaqulusi Local Municipality,KwaZulu-Natal,-28.014154,30.737929,
node/262720084,Entendeka,suburb,Ulundi Local Municipality,KwaZulu-Natal,-28.288333,31.411389,
node/13767205742,Entumeni,village,uMlalazi Local Municipality,KwaZulu-Natal,-28.897396,31.313447,
node/262705888,Epworth,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.627500,30.403333,
node/1345576683,Equarand,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.775315,29.944151,
node/1801491265,Erasmus Dam,suburb,KwaDukuza Local Municipality,KwaZulu-Natal,-29.339892,31.300832,
node/262705978,Escombe,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.875800,30.908807,
node/2187345645,Eshane,village,Umvoti Local Municipality,KwaZulu-Natal,-29.101735,30.823195,
node/60034814,Eshowe,town,uMlalazi Local Municipality,KwaZulu-Natal,-28.889191,31.470443,
node/262706031,Essenwood,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.836867,31.013154,
node/95831525,Estcourt,town,Umtshezi Local Municipality,KwaZulu-Natal,-29.010278,29.868611,
node/262706075,Everest Heights,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.636111,31.035833,
node/262706092,Everton,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.776667,30.819444,
node/4351417652,Ezakheni,town,Alfred Duma Local Municipality,KwaZulu-Natal,-28.632355,29.887699,
node/262706110,Ezakhiweni,suburb,Ulundi Local Municipality,KwaZulu-Natal,-28.323333,31.471389,
node/1348522721,Ezibomvu,village,Abaqulusi Local Municipality,KwaZulu-Natal,-28.096077,30.791156,
node/1347289407,Ezihlabathini,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.477262,30.289770,
node/262706172,Faerie Glen,suburb,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.855000,30.348611,
node/1348502269,Fairbreeze,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.865423,30.210310,
node/262706176,Fairleigh,village,Newcastle Local Municipality,KwaZulu-Natal,-27.782407,29.925528,
node/262706186,Fairview,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.756667,31.893056,
node/2287902328,Fanie's Island Camp,village,Mtubatuba Local Municipality,KwaZulu-Natal,-28.111572,32.431067,
node/262706203,Farningham Ridge,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.835000,30.861667,
node/262706249,Felixton,village,uMhlathuze Local Municipality,KwaZulu-Natal,-28.830970,31.892048,
node/1345576715,Fernwood,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.773755,29.898841,
node/262706255,Field's Hill,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.796944,30.841944,
node/262706270,Flint,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.930000,30.254167,
node/262706707,Folweni,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.989444,30.823333,
node/262706284,Fordsburg,suburb,Umtshezi Local Municipality,KwaZulu-Natal,-28.993333,29.866944,
node/262720169,Forest Hills,town,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.758889,30.830556,
node/4281558926,Foresthaven,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.686611,31.018714,
node/262706289,Fort Nottingham,suburb,uMgeni Local Municipality,KwaZulu-Natal,-29.418056,29.906389,
node/262706292,Franklin,village,Greater Kokstad Local Municipality,KwaZulu-Natal,-30.316389,29.452500,
node/262706295,Freeland Park,suburb,uMdoni Local Municipality,KwaZulu-Natal,-30.270000,30.758889,
node/262706305,Frere,suburb,Umtshezi Local Municipality,KwaZulu-Natal,-28.892222,29.774722,
node/262706307,Fynnland,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.904444,31.031667,
node/262706548,Gandhi's Hill,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.563889,31.120278,
node/262706547,Gandhinagar,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.574167,31.115833,
node/4693159385,Garlington Estate,village,uMgeni Local Municipality,KwaZulu-Natal,-29.535221,30.309650,
node/1348502443,Geduld,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.978586,30.126177,
node/262706585,Geluksburg,village,Okhahlamba Local Municipality,KwaZulu-Natal,-28.516389,29.352222,
node/262706598,Gezinsila,suburb,uMlalazi Local Municipality,KwaZulu-Natal,-28.888889,31.493889,
node/1345576701,Ghandi Park,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.774401,29.912016,
node/262706600,Gillitts,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.796667,30.801111,
node/262706602,Gingindlovu,village,uMlalazi Local Municipality,KwaZulu-Natal,-29.028056,31.583611,
node/262706607,Gledhow,neighbourhood,KwaDukuza Local Municipality,KwaZulu-Natal,-29.369262,31.286089,
node/262706608,Glen Anil,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.752186,31.037476,
node/4281738394,Glen Hills,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.760722,31.038654,
node/262706610,Glenashley,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.760278,31.056667,
node/94845554,Glencoe,town,Endumeni Local Municipality,KwaZulu-Natal,-28.173889,30.164722,
node/262720414,Glenmore,town,Hibiscus Coast Local Municipality,KwaZulu-Natal,-31.013333,30.254722,
node/262720415,Glenmore Beach,town,Hibiscus Coast Local Municipality,KwaZulu-Natal,-31.008333,30.256389,
node/262706693,Glenwood,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.589722,30.439167,
node/1348609716,Goba,suburb,Nquthu Local Municipality,KwaZulu-Natal,-28.367843,30.611696,
node/262706697,Gobamdlovu,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.858333,31.916667,
node/262706705,Golela,village,uPhongolo Local Municipality,KwaZulu-Natal,-27.318672,31.891507,
node/262706708,Golomi,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.525278,31.125833,
node/4279883646,Grangetown,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.640199,31.041237,
node/262706784,Grantham Park,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.765833,31.899167,
node/262706789,Grayleigh,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.830615,30.911854,
node/4066633319,Greenbury,neighbourhood,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.723970,31.032329,
node/262706793,Greendale Park,neighbourhood,uMgeni Local Municipality,KwaZulu-Natal,-29.482222,30.213889,
node/1348502477,Greenock,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.855023,30.267469,
node/8425954441,Greenpoint,village,Okhahlamba Local Municipality,KwaZulu-Natal,-28.556749,29.403201,
node/262706838,Greenwood Park,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.785000,31.016667,
node/95771891,Greytown,town,Umvoti Local Municipality,KwaZulu-Natal,-29.060556,30.588889,
node/262706849,Groenvlei,suburb,eMadlangeni Local Municipality,KwaZulu-Natal,-27.460556,30.229722,
node/1348502191,Groot Geluk,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.828936,30.154700,
node/262706859,Grosvenor,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.915000,31.006944,
node/262706860,Grosvenor,suburb,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.747500,30.419722,
node/262706864,Groutville,suburb,KwaDukuza Local Municipality,KwaZulu-Natal,-29.389444,31.246944,
node/2207841020,Gubhethuka,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.853399,31.986698,
node/1348502505,Hadebe,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.881143,30.144586,
node/1348522714,Haladu,suburb,Nquthu Local Municipality,KwaZulu-Natal,-28.028426,30.585095,
node/262706949,Hambanati,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.552500,31.122778,
node/8425806020,Hambrook,village,Okhahlamba Local Municipality,KwaZulu-Natal,-28.636914,29.439647,
node/262706953,Hammarsdale,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.798611,30.655833,
node/262706957,Harburg,suburb,uMshwathi Local Municipality,KwaZulu-Natal,-29.410556,30.736944,
node/262706959,Harding,town,uMuziwabantu Local Municipality,KwaZulu-Natal,-30.575833,29.884722,IHarding
node/262706970,Hattingspruit,village,Dannhauser Local Municipality,KwaZulu-Natal,-28.079818,30.127367,
node/4279954142,Havenside,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.928890,30.926899,
node/262706971,Hayfields,suburb,Msunduzi Local Municipality,KwaZulu-Natal,-29.628889,30.420000,
node/262706973,Hazelmere,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.590931,31.052120,
node/262706974,Hazelwood,suburb,uMdoni Local Municipality,KwaZulu-Natal,-30.295556,30.672222,
node/262706975,Heatonville,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.741667,31.786111,
node/262706980,Helpmekaar,suburb,Msinga Local Municipality,KwaZulu-Natal,-28.446111,30.420278,
node/262706991,Hibberdene,suburb,Hibiscus Coast Local Municipality,KwaZulu-Natal,-30.571944,30.573611,
node/2776995036,Highmoor,village,Mpofana Local Municipality,KwaZulu-Natal,-29.320281,29.622500,
node/262706995,Hillary,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.883333,30.940278,
node/262720593,Hillcrest,town,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.775555,30.765556,
node/262706998,Hillcrest Park,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.781111,30.773611,
node/262707013,Hilldene,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.790000,30.772500,
node/262707014,Hillgrove,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.790000,30.951389,
node/262707016,Hillside,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.579743,29.783944,
node/2047623204,Hilltop Camp,village,Hlabisa Local Municipality,KwaZulu-Natal,-28.084041,32.044765,
node/262707018,Hilton,suburb,uMgeni Local Municipality,KwaZulu-Natal,-29.552222,30.301667,
node/262707020,Hilton Gardens,suburb,uMgeni Local Municipality,KwaZulu-Natal,-29.540278,30.305278,
node/1348502197,Hiltop,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.967800,30.125688,
node/262707021,Himeville,village,Kwa Sani Local Municipality,KwaZulu-Natal,-29.746111,29.514444,
node/262707022,Hippo Road,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.790974,30.989665,
node/262720599,Hlabisa,village,Hlabisa Local Municipality,KwaZulu-Natal,-28.145833,31.875278,
node/1348522608,Hlathi-Dlamini,suburb,Nquthu Local Municipality,KwaZulu-Natal,-28.237900,30.531496,
node/1348522627,Hlathi-Hgudulwane,suburb,Nquthu Local Municipality,KwaZulu-Natal,-28.200645,30.561613,
node/262707026,Hlobane,village,Abaqulusi Local Municipality,KwaZulu-Natal,-27.716151,30.990791,
node/262707028,Hlobane,suburb,Abaqulusi Local Municipality,KwaZulu-Natal,-27.691945,31.017222,
node/262707029,Hlobane,suburb,Abaqulusi Local Municipality,KwaZulu-Natal,-27.684445,31.038611,
node/262707027,Hlobane - Vaalbank,suburb,Abaqulusi Local Municipality,KwaZulu-Natal,-27.720001,31.024997,
node/262707033,Hluhluwe,town,The Big Five False Bay Local Municipality,KwaZulu-Natal,-28.017500,32.269167,
node/4352378301,Hospital Park,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.558963,29.766869,
node/262720635,Howick,town,uMgeni Local Municipality,KwaZulu-Natal,-29.483618,30.224243,
node/262707129,Howick West,suburb,uMgeni Local Municipality,KwaZulu-Natal,-29.505556,30.227222,
node/262707132,Hulett's,suburb,uMhlathuze Local Municipality,KwaZulu-Natal,-28.754722,31.906389,
node/262707136,Hutten Heights,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.734444,29.925278,Hutten Hoogte
node/1347289392,Hwebede,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.541302,30.220832,
node/262707140,Hyde Park,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.532856,29.784717,
node/262707144,Ifafa Beach,suburb,uMdoni Local Municipality,KwaZulu-Natal,-30.461667,30.651389,
node/262707150,Illovo Beach,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-30.115833,30.849444,
node/1347289251,Imbangi,town,Alfred Duma Local Municipality,KwaZulu-Natal,-28.519096,30.190224,
node/262707171,Impendle,suburb,Impendle Local Municipality,KwaZulu-Natal,-29.599167,29.866944,
node/262720662,Inanda,town,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.715000,30.950000,
node/262707174,Inchanga,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.737500,30.664167,
node/262707175,Inchanga Park,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.730833,30.643056,
node/1347289250,Indayana,suburb,Alfred Duma Local Municipality,KwaZulu-Natal,-28.268196,29.910308,
node/262707198,Ingwavuma,town,Jozini Local Municipality,KwaZulu-Natal,-27.133611,31.996667,
node/262707199,Inverness,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.788611,30.177778,
node/262707230,Isipingo,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.984722,30.920833,
node/262707231,Isipingo Beach,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.994167,30.946111,
node/262707232,Isipingo Rail,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.973889,30.929722,
node/262707234,Island View,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.890278,31.037500,
node/2083514736,Ithala Offices,village,Abaqulusi Local Municipality,KwaZulu-Natal,-27.541037,31.372313,
node/12907518898,Ixopo,town,Ubuhlebezwe Local Municipality,KwaZulu-Natal,-30.153538,30.058690,
node/262707239,Ixopo,village,Ubuhlebezwe Local Municipality,KwaZulu-Natal,-30.151389,30.061111,
node/2282707577,Izingolweni,village,Ezinqoleni Local Municipality,KwaZulu-Natal,-30.784589,30.132317,
node/1348609738,Jabavu,suburb,Nquthu Local Municipality,KwaZulu-Natal,-28.262050,30.525260,
node/262707245,Jabuva,neighbourhood,Alfred Duma Local Municipality,KwaZulu-Natal,-28.561025,29.805843,
node/262707261,Jacobs,suburb,eThekwini Metropolitan Municipality,KwaZulu-Natal,-29.926389,30.986667,
node/262707263,Jagersrust,suburb,Okhahlamba Local Municipality,KwaZulu-Natal,-28.597758,29.120914,
node/1348502440,Jakkalspan,suburb,Newcastle Local Municipality,KwaZulu-Natal,-27.759944,30.141264,
node/1348502378,Jesse Farm,suburb,Dannhauser Local Municipality,KwaZulu-Natal,-27.937420,30.203317,
